automaker,series,year,kilometers_traveled,condition,type,volume,origin,warranty_policy,weight,location,partner,price
Honda,Click,2010,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Trà Vinh,0,12500000.0
Yamaha,Dòng khác,2018,16528.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,516000000.0
Honda,Lead,2011,81.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9800000.0
Honda,Spacy,2002,30.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,42000000.0
Honda,Future,2011,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,43500000.0
Honda,SH,2022,6000.0,Đã sử dụng,Tay ga,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,125000000.0
Honda,Wave,2006,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Lâm Đồng,0,4000000.0
Piaggio,Liberty,2012,9999.0,Đã sử dụng,Tay ga,100 - 175 cc,Đức,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,9800000.0
Honda,Future,2008,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,42000000.0
Yamaha,TFX,2018,8000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Sóc Trăng,0,39800000.0
Honda,SH,2023,10000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,75000000.0
Yamaha,Exciter,2012,10000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18200000.0
Hãng khác,Dòng khác,2020,8000.0,Đã sử dụng,Tay ga,Dưới 50 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hải Phòng,0,10500000.0
Hãng khác,Dòng khác,2020,6800.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,11500000.0
Piaggio,Primavera,2016,17000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,28800000.0
Honda,Wave,2015,12345.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10900000.0
Honda,SH,2010,31000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,124000000.0
Honda,Winner X,2023,2500.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,27300000.0
Honda,Winner,2018,30000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,25800000.0
Honda,Vision,2022,4500.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,26000000.0
Honda,SH,2011,52000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,127000000.0
Piaggio,Vespa,2010,780000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,7900000.0
Honda,SH,2017,54000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,56800000.0
Honda,Vision,2017,18000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,15800000.0
Honda,SH,2019,19000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,72000000.0
Honda,Future,1999,80000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,1999000.0
Honda,SH,2018,10000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,72800000.0
Honda,Wave,2019,68686.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9800000.0
Honda,Winner X,2019,6800.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,22000000.0
GPX,Legend 200,2022,3200.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,33000000.0
Yamaha,Exciter,2013,25000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,16800000.0
Honda,Air Blade,2012,18000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,9800000.0
Honda,Spacy,2007,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,98000000.0
Honda,Rebel,2019,2999.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,22500000.0
Yamaha,Nvx,2017,22000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,19800000.0
Honda,Air Blade,2017,500000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,17000000.0
Honda,Cub,1980,123.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,5200000.0
Honda,SH,2019,3000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,70000000.0
Honda,Lead,2015,11999.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,8600000.0
Hãng khác,Dòng khác,2016,15.0,Đã sử dụng,Tay ga,Không biết rõ,Đang cập nhật,Bảo hành hãng,> 50 kg,Nghệ An,0,22000000.0
Honda,Winner,2017,30000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,19800000.0
Piaggio,Zip,2013,150000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,4800000.0
Yamaha,Sirius,2012,22000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,12800000.0
Honda,SH,2009,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,89000000.0
Honda,Click,2017,18000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,56800000.0
GPX,Demon 150GN,2019,18000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,24500000.0
Honda,Dream,1999,56786.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đà Nẵng,0,9800000.0
Honda,Air Blade,2021,35000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,29800000.0
Honda,Wave,2010,123456.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tiền Giang,0,6700000.0
Honda,Future,2003,8900.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Bến Tre,0,18990000.0
Honda,Winner X,2021,2.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,0,22800000.0
Piaggio,Vespa,2015,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,8000000.0
Honda,Vision,2018,12000.0,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,25500000.0
Honda,SH,2019,23000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,65000000.0
Yamaha,Exciter,2018,20000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tây Ninh,1,16900000.0
Yamaha,Sirius,2016,123.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,10500000.0
Honda,Air Blade,2010,1.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Nai,0,15000000.0
Yamaha,Exciter,2013,2580.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,23000000.0
Honda,Air Blade,2014,2000.0,Đã sử dụng,Tay ga,,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,9500000.0
Honda,Vario,2019,51000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,31000000.0
Benelli,TNT,2023,1998.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,11500000.0
Honda,Vario,2016,19219.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,53500000.0
Honda,Wave,2015,18000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,14000000.0
Honda,SH,2017,9000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,58500000.0
Yamaha,Sirius,2011,,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8500000.0
Honda,Vision,2022,2100.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,24500000.0
SYM,Attila,2014,40000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,Bình Dương,0,6500000.0
Honda,Dream,2008,20000.0,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,Bảo hành hãng,> 50 kg,Sóc Trăng,0,3500000.0
Honda,Click,2016,1998.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,6700000.0
Piaggio,Vespa,2010,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,13800000.0
Honda,SH,2022,3400.0,Đã sử dụng,Tay ga,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,115000000.0
Honda,Future,2007,21000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Bình Dương,0,33500000.0
Yamaha,Luvias,2010,30000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6500000.0
Honda,Wave,2010,500.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6600000.0
Honda,Air Blade,2010,38000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,42500000.0
Honda,Dream,2013,39189.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8400000.0
Yamaha,Jupiter,2004,65000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Đồng Nai,0,19000000.0
Suzuki,Raider,2017,79463.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,13000000.0
Yamaha,Latte,2022,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,18600000.0
Sachs,Goebel,1981,990.0,Đã sử dụng,Xe số,Dưới 50 cc,Đức,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,23500000.0
Honda,Future,2019,26000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,27500000.0
Piaggio,Liberty,2015,32000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9300000.0
Honda,Vision,2016,3200.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hải Phòng,0,22500000.0
Honda,Air Blade,2012,56000.0,Đã sử dụng,Tay ga,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Thanh Hóa,0,13000000.0
Ducati,Monster,2021,2800.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,12500000.0
Honda,Future,2021,2200.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,13800000.0
SYM,Attila,2007,1000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bình Dương,0,2000000.0
Kymco,Jockey Fi,2016,317611.0,Đã sử dụng,Tay ga,,Đài Loan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6000000.0
Honda,Vario,2020,123.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,29000000.0
Honda,Air Blade,2011,70000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,11800000.0
Yamaha,Yass,2003,9886.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18500000.0
Honda,Vario,2021,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Long An,0,45000000.0
Honda,Winner X,2020,13000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Nai,0,20800000.0
Yamaha,Janus,2022,2200.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,14800000.0
Yamaha,Nouvo,2015,15423.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,0,10000000.0
Honda,Wave,2018,2000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,7500000.0
Honda,Vision,2016,25000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Nai,0,18800000.0
Honda,Dream,2011,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,14500000.0
,,,,,,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Nai,0,37530000.0
Yamaha,Grande,2019,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,13200000.0
Honda,Air Blade,2017,1999.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,16500000.0
Honda,SH Mode,2023,4000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Lâm Đồng,0,57500000.0
Ducati,Monster,2020,2500.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,7800000.0
Yamaha,Sirius,2010,2580.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,6500000.0
Yamaha,Nouvo,2014,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,2300000.0
Honda,Future,2008,9999.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,32000000.0
Honda,Vision,2021,22000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bình Phước,0,25500000.0
Honda,Wave,2010,2580.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,9800000.0
Kawasaki,Max,2007,100000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,1000000.0
Honda,Vision,2022,9521.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Bình Dương,0,26000000.0
Honda,Air Blade,2015,6000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,16800000.0
Honda,Winner,2016,70000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15000000.0
KTM,Duke 200,2019,2400.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,28000000.0
Honda,Wave,2023,1.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,1,16500000.0
Yamaha,Exciter,2018,7000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,18800000.0
Honda,SH,2018,1.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hải Phòng,0,47500000.0
Yamaha,Exciter,2012,13000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15000000.0
Yamaha,Exciter,2017,8000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,9500000.0
Yamaha,Nvx,2017,31000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Vĩnh Long,0,22000000.0
Visitor,helios,2018,2200.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,15800000.0
Honda,PCX,2017,20500.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,32800000.0
Honda,Vision,2021,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hải Phòng,0,31500000.0
Honda,Click,2009,13000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9800000.0
Yamaha,Exciter,2014,1000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9300000.0
Honda,Air Blade,2010,9000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,13800000.0
Suzuki,Sport / Xipo,1999,10000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,190000000.0
Piaggio,Zip,2017,12000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,7800000.0
Honda,SH,2022,6800.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đắk Lắk,0,58000000.0
Honda,Wave,2019,8888.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,13800000.0
Honda,Future,2021,25000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,23800000.0
Suzuki,Satria,2019,18000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,19900000.0
Honda,Click,2009,1000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,5900000.0
Honda,Air Blade,2014,6000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,10800000.0
Yamaha,Exciter,2018,5000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,15800000.0
Honda,Air Blade,2012,10000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đà Nẵng,0,10000000.0
Yamaha,Sirius,2012,100000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9000000.0
Piaggio,Liberty,2019,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,16800000.0
Yamaha,Sirius,2021,32000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,11000000.0
Ducati,Monster,2019,9000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,16500000.0
Yamaha,TFX,2018,8000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,32000000.0
Brixton,BX 150,2019,14000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,20000000.0
Hãng khác,Dòng khác,2008,10000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6200000.0
Piaggio,Liberty,2012,,Đã sử dụng,Tay ga,Không biết rõ,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6500000.0
Yamaha,Grande,2022,2200.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,20500000.0
Yamaha,Grande,2014,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,20000000.0
Yamaha,Luvias,2011,1000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4900000.0
Honda,Air Blade,2014,6000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,10000000.0
Honda,SH,2019,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,50000000.0
Honda,Air Blade,2010,7777.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Nghệ An,0,9999999.0
Honda,Air Blade,2018,5000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,21800000.0
Honda,Wave,2010,1000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,3800000.0
Yamaha,Freego,2022,2200.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,20500000.0
Honda,Future,2022,6800.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đắk Lắk,0,29000000.0
Suzuki,Sport / Xipo,1998,123.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,165000000.0
Honda,CBR,2019,16000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,160000000.0
Honda,Cub,1991,35000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6500000.0
Piaggio,Liberty,2014,412064.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,15000000.0
SYM,Shark,2011,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10800000.0
Piaggio,Vespa,2013,2300.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,7500000.0
SYM,Attila,2012,3456.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Nam Định,0,5800000.0
Honda,Vision,2018,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,16800000.0
Honda,Scoopy,2019,15000.0,Đã sử dụng,Tay ga,Dưới 50 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hải Phòng,0,11500000.0
Yamaha,Dòng khác,2019,15000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,33500000.0
Honda,Cub,1980,12345.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Vĩnh Long,0,5200000.0
Honda,Future,2007,12345.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Vĩnh Long,0,16800000.0
Honda,Wave,2018,2000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,7000000.0
Yamaha,Grande,2016,50000.0,Đã sử dụng,Tay ga,,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16200000.0
Honda,Air Blade,2011,2100.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,9500000.0
